Date,gross_return,strategy_return,turnover,transaction_cost,strategy_equity,gross_strategy_equity,strategy_drawdown,price,short_sma,long_sma,signal,position,fallback_position,buy_hold_return,buy_hold_equity,buy_hold_drawdown
2015-03-05,0.0,0.0,0.0,0.0,10000.0,10000.0,0.0,28.082469940185547,28.210985565185545,,0.0,0.0,0.0,-0.016570543301735685,11607.874902110094,-0.04954884352420541
2015-03-06,0.0,0.0,0.0,0.0,10000.0,10000.0,0.0,28.124675750732422,28.284962463378907,,0.0,0.0,0.0,0.0015029237327333078,11625.320652787075,-0.04812038792433404
2015-03-09,0.0,0.0,0.0,0.0,10000.0,10000.0,0.0,28.24463653564453,28.37615623474121,,0.0,0.0,0.0,0.00426532152673742,11674.906383222631,-0.044060315324085386
2015-03-10,0.0,0.0,0.0,0.0,10000.0,10000.0,0.0,27.660385131835938,28.4293625831604,,0.0,0.0,0.0,-0.020685392891187426,11433.406357717839,-0.06383430328188455
2015-03-11,0.0,0.0,0.0,0.0,10000.0,10000.0,0.0,27.156084060668945,28.43180627822876,,0.0,0.0,0.0,-0.018231888990821177,11224.953762216977,-0.08090237234146402
2015-03-12,0.0,0.0,0.0,0.0,10000.0,10000.0,0.0,27.647043228149414,28.427030086517334,,0.0,0.0,0.0,0.018079159218377105,11427.891488503019,-0.06428585999379266
2015-03-13,0.0,0.0,0.0,0.0,10000.0,10000.0,0.0,27.45599937438965,28.395151233673097,,0.0,0.0,0.0,-0.006910100736025604,11348.923607117094,-0.070751738961359
2015-03-16,0.0,0.0,0.0,0.0,10000.0,10000.0,0.0,27.75812339782715,28.371491813659667,,0.0,0.0,0.0,0.011003934670806848,11473.806421073788,-0.06052635180392896
2015-03-17,0.0,0.0,0.0,0.0,10000.0,10000.0,0.0,28.222429275512695,28.362716674804688,,0.0,0.0,0.0,0.016726846805569462,11665.72702335585,-0.04481192001268375
2015-03-18,0.0,0.0,0.0,0.0,10000.0,10000.0,0.0,28.540109634399414,28.359939861297608,,0.0,0.0,0.0,0.011256308086928346,11797.040040788748,-0.03406002870338498
2015-03-19,0.0,0.0,0.0,0.0,10000.0,10000.0,0.0,28.324621200561523,28.34938774108887,,0.0,0.0,0.0,-0.007550371620792973,11707.968004455419,-0.04135323445005257
2015-03-20,0.0,0.0,0.0,0.0,10000.0,10000.0,0.0,27.969175338745117,28.309400272369384,,0.0,0.0,0.0,-0.012549006721027545,11561.04463527793,-0.053383299154030284
2015-03-23,0.0,0.0,0.0,0.0,10000.0,10000.0,0.0,28.260196685791016,28.24508695602417,,0.0,0.0,0.0,0.010405074283429183,11681.338163502038,-0.04353368206379338
2015-03-24,0.0,0.0,0.0,0.0,10000.0,10000.0,0.0,28.144676208496094,28.18421688079834,,0.0,0.0,0.0,-0.004087744985618036,11633.587831998873,-0.04744347245884961
2015-03-25,0.0,0.0,0.0,0.0,10000.0,10000.0,0.0,27.40934944152832,28.124125003814697,,0.0,0.0,0.0,-0.02612667353216158,11329.64088070451,-0.07233060587484685
